"sub_type_int","yhat","predictors","model","index"
0,2.50693729312883,"sub_type","sampling w/ coordinates","shannon_index"
1,2.50693729312883,"sub_type","sampling w/ coordinates","shannon_index"
2,2.52986584928995,"sub_type","sampling w/ coordinates","shannon_index"
3,2.52253328754536,"sub_type","sampling w/ coordinates","shannon_index"
