"conduct_before","yhat","predictors","model","index"
28.8,2.6323523895222,"conduct_before","sampling w/o coordinates","shannon_index"
59.3368421052632,2.6323523895222,"conduct_before","sampling w/o coordinates","shannon_index"
89.8736842105263,2.6323523895222,"conduct_before","sampling w/o coordinates","shannon_index"
120.410526315789,2.6323523895222,"conduct_before","sampling w/o coordinates","shannon_index"
150.947368421053,2.6323523895222,"conduct_before","sampling w/o coordinates","shannon_index"
181.484210526316,2.67713864427102,"conduct_before","sampling w/o coordinates","shannon_index"
212.021052631579,2.67727878558883,"conduct_before","sampling w/o coordinates","shannon_index"
242.557894736842,2.68886252070239,"conduct_before","sampling w/o coordinates","shannon_index"
273.094736842105,2.68481820364136,"conduct_before","sampling w/o coordinates","shannon_index"
303.631578947368,2.68069837262753,"conduct_before","sampling w/o coordinates","shannon_index"
334.168421052632,2.68167054731622,"conduct_before","sampling w/o coordinates","shannon_index"
364.705263157895,2.68617608600829,"conduct_before","sampling w/o coordinates","shannon_index"
395.242105263158,2.67990631367539,"conduct_before","sampling w/o coordinates","shannon_index"
425.778947368421,2.67525561260181,"conduct_before","sampling w/o coordinates","shannon_index"
456.315789473684,2.68257673684697,"conduct_before","sampling w/o coordinates","shannon_index"
486.852631578947,2.66723094278469,"conduct_before","sampling w/o coordinates","shannon_index"
517.389473684211,2.66750643545284,"conduct_before","sampling w/o coordinates","shannon_index"
547.926315789474,2.64639478342851,"conduct_before","sampling w/o coordinates","shannon_index"
578.463157894737,2.64639478342851,"conduct_before","sampling w/o coordinates","shannon_index"
609,2.64639478342851,"conduct_before","sampling w/o coordinates","shannon_index"
