"cpom_cover","yhat","predictors","model","index"
1,2.51738897100445,"cpom_cover","all predictors w/o coordinates","shannon_index"
2,2.51344502513372,"cpom_cover","all predictors w/o coordinates","shannon_index"
3,2.51326368225141,"cpom_cover","all predictors w/o coordinates","shannon_index"
