"sub_type_int","yhat","predictors","model","index"
0,0.530162229122346,"sub_type","all predictors w/ coordinates","k_index"
1,0.530735492370743,"sub_type","all predictors w/ coordinates","k_index"
2,0.531659073367978,"sub_type","all predictors w/ coordinates","k_index"
3,0.526755900643328,"sub_type","all predictors w/ coordinates","k_index"
