"cat_velocity","yhat","predictors","model","index"
1,0.533396905908982,"cat_velocity","sampling w/ coordinates","k_index"
2,0.533396905908982,"cat_velocity","sampling w/ coordinates","k_index"
3,0.533396905908982,"cat_velocity","sampling w/ coordinates","k_index"
4,0.532927785758619,"cat_velocity","sampling w/ coordinates","k_index"
5,0.528406441194454,"cat_velocity","sampling w/ coordinates","k_index"
