"moos_cover","yhat","predictors","model","index"
0,732.906835824746,"moos_cover","sampling w/o coordinates","abundance"
1,798.141994924565,"moos_cover","sampling w/o coordinates","abundance"
2,773.160686094759,"moos_cover","sampling w/o coordinates","abundance"
3,845.446381402589,"moos_cover","sampling w/o coordinates","abundance"
