"clog_3_class_int","yhat","predictors","model","index"
0,2.69161162679961,"clog_3_class","sampling w/o coordinates","shannon_index"
1,2.66003166255879,"clog_3_class","sampling w/o coordinates","shannon_index"
2,2.49860571475996,"clog_3_class","sampling w/o coordinates","shannon_index"
