"conduct_before","yhat","predictors","model","index"
28.8,759.340959711199,"conduct_before","all predictors w/ coordinates","abundance"
61.2235294117647,759.340959711199,"conduct_before","all predictors w/ coordinates","abundance"
93.6470588235294,759.340959711199,"conduct_before","all predictors w/ coordinates","abundance"
126.070588235294,759.340959711199,"conduct_before","all predictors w/ coordinates","abundance"
158.494117647059,758.346550297619,"conduct_before","all predictors w/ coordinates","abundance"
190.917647058824,757.671892890212,"conduct_before","all predictors w/ coordinates","abundance"
223.341176470588,757.956624371693,"conduct_before","all predictors w/ coordinates","abundance"
255.764705882353,758.113735482804,"conduct_before","all predictors w/ coordinates","abundance"
288.188235294118,758.88678795194,"conduct_before","all predictors w/ coordinates","abundance"
320.611764705882,753.296591347002,"conduct_before","all predictors w/ coordinates","abundance"
353.035294117647,754.430817427249,"conduct_before","all predictors w/ coordinates","abundance"
385.458823529412,755.194020667989,"conduct_before","all predictors w/ coordinates","abundance"
417.882352941177,760.938881007496,"conduct_before","all predictors w/ coordinates","abundance"
450.305882352941,780.810662643298,"conduct_before","all predictors w/ coordinates","abundance"
482.729411764706,780.917711254409,"conduct_before","all predictors w/ coordinates","abundance"
515.152941176471,781.315904772928,"conduct_before","all predictors w/ coordinates","abundance"
547.576470588235,781.934520513668,"conduct_before","all predictors w/ coordinates","abundance"
580,781.934520513668,"conduct_before","all predictors w/ coordinates","abundance"
