"y","yhat","predictors","model","index"
1118905.656,2.26025612415533,"y","sampling w/ coordinates","shannon_index"
1121771.19458,2.50696194400033,"y","sampling w/ coordinates","shannon_index"
1124636.73316,2.52007366364546,"y","sampling w/ coordinates","shannon_index"
1127502.27174,2.52069622222906,"y","sampling w/ coordinates","shannon_index"
1130367.81032,2.52706075559901,"y","sampling w/ coordinates","shannon_index"
1133233.3489,2.52706075559901,"y","sampling w/ coordinates","shannon_index"
1136098.88748,2.52501492550023,"y","sampling w/ coordinates","shannon_index"
1138964.42606,2.52501492550023,"y","sampling w/ coordinates","shannon_index"
1141829.96464,2.52501492550023,"y","sampling w/ coordinates","shannon_index"
1144695.50322,2.52501492550023,"y","sampling w/ coordinates","shannon_index"
1147561.0418,2.52656532145547,"y","sampling w/ coordinates","shannon_index"
1150426.58038,2.5253185489498,"y","sampling w/ coordinates","shannon_index"
1153292.11896,2.53475062897095,"y","sampling w/ coordinates","shannon_index"
1156157.65754,2.53477249090496,"y","sampling w/ coordinates","shannon_index"
1159023.19612,2.53164124951373,"y","sampling w/ coordinates","shannon_index"
1161888.7347,2.53282511568418,"y","sampling w/ coordinates","shannon_index"
1164754.27328,2.53282511568418,"y","sampling w/ coordinates","shannon_index"
1167619.81186,2.53282511568418,"y","sampling w/ coordinates","shannon_index"
1170485.35044,2.53461302677782,"y","sampling w/ coordinates","shannon_index"
1173350.88902,2.53461302677782,"y","sampling w/ coordinates","shannon_index"
1176216.4276,2.52948513758833,"y","sampling w/ coordinates","shannon_index"
1179081.96618,2.52890918064881,"y","sampling w/ coordinates","shannon_index"
1181947.50476,2.53012565746018,"y","sampling w/ coordinates","shannon_index"
1184813.04334,2.5301607327639,"y","sampling w/ coordinates","shannon_index"
1187678.58192,2.49135532364676,"y","sampling w/ coordinates","shannon_index"
1190544.1205,2.4880910471817,"y","sampling w/ coordinates","shannon_index"
1193409.65908,2.48222576271223,"y","sampling w/ coordinates","shannon_index"
1196275.19766,2.46617496224516,"y","sampling w/ coordinates","shannon_index"
1199140.73624,2.44254558998735,"y","sampling w/ coordinates","shannon_index"
1202006.27482,2.44997537920644,"y","sampling w/ coordinates","shannon_index"
1204871.8134,2.57581167938582,"y","sampling w/ coordinates","shannon_index"
1207737.35198,2.57581167938582,"y","sampling w/ coordinates","shannon_index"
1210602.89056,2.57581167938582,"y","sampling w/ coordinates","shannon_index"
1213468.42914,2.57584022542789,"y","sampling w/ coordinates","shannon_index"
1216333.96772,2.57584022542789,"y","sampling w/ coordinates","shannon_index"
1219199.5063,2.57633076055709,"y","sampling w/ coordinates","shannon_index"
1222065.04488,2.57738746524701,"y","sampling w/ coordinates","shannon_index"
1224930.58346,2.58427988568034,"y","sampling w/ coordinates","shannon_index"
1227796.12204,2.60107767212795,"y","sampling w/ coordinates","shannon_index"
1230661.66062,2.72206571851,"y","sampling w/ coordinates","shannon_index"
1233527.1992,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1236392.73778,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1239258.27636,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1242123.81494,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1244989.35352,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1247854.8921,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1250720.43068,2.72533674628978,"y","sampling w/ coordinates","shannon_index"
1253585.96926,2.71764819263815,"y","sampling w/ coordinates","shannon_index"
1256451.50784,2.71764819263815,"y","sampling w/ coordinates","shannon_index"
1259317.04642,2.71478340563187,"y","sampling w/ coordinates","shannon_index"
1262182.585,2.69775398493669,"y","sampling w/ coordinates","shannon_index"
