"z","yhat","predictors","model","index"
229.672,1.55119515755386,"z","sampling w/ coordinates","shannon_index"
253.0755,2.66988349236824,"z","sampling w/ coordinates","shannon_index"
276.479,2.66988349236824,"z","sampling w/ coordinates","shannon_index"
299.8825,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
323.286,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
346.6895,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
370.093,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
393.4965,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
416.9,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
440.3035,2.67030004991425,"z","sampling w/ coordinates","shannon_index"
463.707,2.67081400282957,"z","sampling w/ coordinates","shannon_index"
487.1105,2.6647012087482,"z","sampling w/ coordinates","shannon_index"
510.514,2.66509176652741,"z","sampling w/ coordinates","shannon_index"
533.9175,2.66281825883521,"z","sampling w/ coordinates","shannon_index"
557.321,2.66484679695633,"z","sampling w/ coordinates","shannon_index"
580.7245,2.6707769041812,"z","sampling w/ coordinates","shannon_index"
604.128,2.67015082278737,"z","sampling w/ coordinates","shannon_index"
627.5315,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
650.935,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
674.3385,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
697.742,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
721.1455,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
744.549,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
767.9525,2.4567620050576,"z","sampling w/ coordinates","shannon_index"
791.356,2.44250663949384,"z","sampling w/ coordinates","shannon_index"
814.7595,2.44250663949384,"z","sampling w/ coordinates","shannon_index"
838.163,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
861.5665,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
884.97,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
908.3735,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
931.777,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
955.1805,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
978.584,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1001.9875,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1025.391,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1048.7945,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1072.198,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1095.6015,2.72015098454776,"z","sampling w/ coordinates","shannon_index"
1119.005,2.71386595567067,"z","sampling w/ coordinates","shannon_index"
1142.4085,2.71386595567067,"z","sampling w/ coordinates","shannon_index"
1165.812,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1189.2155,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1212.619,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1236.0225,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1259.426,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1282.8295,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1306.233,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1329.6365,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1353.04,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1376.4435,2.68409027379972,"z","sampling w/ coordinates","shannon_index"
1399.847,2.51344006322324,"z","sampling w/ coordinates","shannon_index"
