"pH_after","yhat","predictors","model","index"
7.23,0.53119620884342,"pH_after","all predictors w/ coordinates","k_index"
7.33733333333333,0.53119620884342,"pH_after","all predictors w/ coordinates","k_index"
7.44466666666667,0.53119620884342,"pH_after","all predictors w/ coordinates","k_index"
7.552,0.531179289738946,"pH_after","all predictors w/ coordinates","k_index"
7.65933333333333,0.531142236284187,"pH_after","all predictors w/ coordinates","k_index"
7.76666666666667,0.530815961323014,"pH_after","all predictors w/ coordinates","k_index"
7.874,0.5306089449477,"pH_after","all predictors w/ coordinates","k_index"
7.98133333333333,0.5303634500366,"pH_after","all predictors w/ coordinates","k_index"
8.08866666666667,0.530412712324757,"pH_after","all predictors w/ coordinates","k_index"
8.196,0.530882625909568,"pH_after","all predictors w/ coordinates","k_index"
8.30333333333333,0.53011752671755,"pH_after","all predictors w/ coordinates","k_index"
8.41066666666667,0.530105842732681,"pH_after","all predictors w/ coordinates","k_index"
8.518,0.53178070601925,"pH_after","all predictors w/ coordinates","k_index"
8.62533333333333,0.531513789330532,"pH_after","all predictors w/ coordinates","k_index"
8.73266666666667,0.533275057512389,"pH_after","all predictors w/ coordinates","k_index"
8.84,0.529466092182903,"pH_after","all predictors w/ coordinates","k_index"
