"ox_after","yhat","predictors","model","index"
8.05,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
8.37823529411765,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
8.70647058823529,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
9.03470588235294,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
9.36294117647059,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
9.69117647058824,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
10.0194117647059,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
10.3476470588235,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
10.6758823529412,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
11.0041176470588,720.53221155096,"ox_after","all predictors w/o coordinates","abundance"
11.3323529411765,751.823654912449,"ox_after","all predictors w/o coordinates","abundance"
11.6605882352941,779.498695859515,"ox_after","all predictors w/o coordinates","abundance"
11.9888235294118,779.498695859515,"ox_after","all predictors w/o coordinates","abundance"
12.3170588235294,779.498695859515,"ox_after","all predictors w/o coordinates","abundance"
12.6452941176471,763.817913950593,"ox_after","all predictors w/o coordinates","abundance"
12.9735294117647,777.305258269663,"ox_after","all predictors w/o coordinates","abundance"
13.3017647058824,777.305258269663,"ox_after","all predictors w/o coordinates","abundance"
13.63,801.785768503806,"ox_after","all predictors w/o coordinates","abundance"
