"cpom_cover","yhat","predictors","model","index"
1,737.893213925184,"cpom_cover","all predictors w/o coordinates","abundance"
2,796.645505064162,"cpom_cover","all predictors w/o coordinates","abundance"
3,822.149999484355,"cpom_cover","all predictors w/o coordinates","abundance"
