"sub_type_int","yhat","predictors","model","index"
0,2.72464117214131,"sub_type","sampling w/o coordinates","shannon_index"
1,2.71216106530771,"sub_type","sampling w/o coordinates","shannon_index"
2,2.67039096298383,"sub_type","sampling w/o coordinates","shannon_index"
3,2.68641134890192,"sub_type","sampling w/o coordinates","shannon_index"
