"clog_6_class_int","yhat","predictors","model","index"
0,2.5017562442488,"clog_6_class","all predictors w/ coordinates","shannon_index"
1,2.50741849589695,"clog_6_class","all predictors w/ coordinates","shannon_index"
2,2.50884043628101,"clog_6_class","all predictors w/ coordinates","shannon_index"
3,2.52486593390309,"clog_6_class","all predictors w/ coordinates","shannon_index"
4,2.53209587139138,"clog_6_class","all predictors w/ coordinates","shannon_index"
5,2.53323681843959,"clog_6_class","all predictors w/ coordinates","shannon_index"
6,2.52647568842212,"clog_6_class","all predictors w/ coordinates","shannon_index"
