"sub_type_int","yhat","predictors","model","index"
0,0.190908422187584,"sub_type","all predictors w/ coordinates","rel_abundance"
1,0.192995131306644,"sub_type","all predictors w/ coordinates","rel_abundance"
2,0.195017361179655,"sub_type","all predictors w/ coordinates","rel_abundance"
3,0.193159482107046,"sub_type","all predictors w/ coordinates","rel_abundance"
