"clog_3_class_int","yhat","predictors","model","index"
0,2.51339650298386,"clog_3_class","sampling w/ coordinates","shannon_index"
1,2.52662179695681,"clog_3_class","sampling w/ coordinates","shannon_index"
2,2.50508357649904,"clog_3_class","sampling w/ coordinates","shannon_index"
