"clog_3_class_int","yhat","predictors","model","index"
0,2.52300387929642,"clog_3_class","sampling w/ coordinates","shannon_index"
1,2.52467526878435,"clog_3_class","sampling w/ coordinates","shannon_index"
2,2.47559274598542,"clog_3_class","sampling w/ coordinates","shannon_index"
