"cpom_cover","yhat","predictors","model","index"
1,0.182884434320748,"cpom_cover","sampling w/o coordinates","rel_abundance"
2,0.298644851164325,"cpom_cover","sampling w/o coordinates","rel_abundance"
3,0.421230056687542,"cpom_cover","sampling w/o coordinates","rel_abundance"
