"sub_type_int","yhat","predictors","model","index"
0,755.855118716205,"sub_type","sampling w/ coordinates","abundance"
1,755.855118716205,"sub_type","sampling w/ coordinates","abundance"
2,760.26973994573,"sub_type","sampling w/ coordinates","abundance"
3,770.348690976659,"sub_type","sampling w/ coordinates","abundance"
