"alg_cover","yhat","predictors","model","index"
1,0.525610662414543,"alg_cover","sampling w/o coordinates","k_index"
2,0.528969912056408,"alg_cover","sampling w/o coordinates","k_index"
3,0.545618953008087,"alg_cover","sampling w/o coordinates","k_index"
4,0.540669441899383,"alg_cover","sampling w/o coordinates","k_index"
5,0.543197921399826,"alg_cover","sampling w/o coordinates","k_index"
