"cat_velocity","yhat","predictors","model","index"
1,0.181616368303261,"cat_velocity","sampling w/o coordinates","rel_abundance"
2,0.181616368303261,"cat_velocity","sampling w/o coordinates","rel_abundance"
3,0.18538196240653,"cat_velocity","sampling w/o coordinates","rel_abundance"
4,0.189120105406998,"cat_velocity","sampling w/o coordinates","rel_abundance"
5,0.191261982148242,"cat_velocity","sampling w/o coordinates","rel_abundance"
