"temp_after","yhat","predictors","model","index"
4.7,2.55418201500268,"temp_after","all predictors w/ coordinates","shannon_index"
4.975,2.55418201500268,"temp_after","all predictors w/ coordinates","shannon_index"
5.25,2.54920148344442,"temp_after","all predictors w/ coordinates","shannon_index"
5.525,2.51457042181717,"temp_after","all predictors w/ coordinates","shannon_index"
5.8,2.49945808487972,"temp_after","all predictors w/ coordinates","shannon_index"
6.075,2.49851429932363,"temp_after","all predictors w/ coordinates","shannon_index"
6.35,2.49884714106307,"temp_after","all predictors w/ coordinates","shannon_index"
6.625,2.49871906338644,"temp_after","all predictors w/ coordinates","shannon_index"
6.9,2.49744898986157,"temp_after","all predictors w/ coordinates","shannon_index"
7.175,2.49646390045944,"temp_after","all predictors w/ coordinates","shannon_index"
7.45,2.50118937916476,"temp_after","all predictors w/ coordinates","shannon_index"
7.725,2.50066585653994,"temp_after","all predictors w/ coordinates","shannon_index"
8,2.50095199908194,"temp_after","all predictors w/ coordinates","shannon_index"
8.275,2.50132216636855,"temp_after","all predictors w/ coordinates","shannon_index"
8.55,2.50266584605961,"temp_after","all predictors w/ coordinates","shannon_index"
8.825,2.50254072896241,"temp_after","all predictors w/ coordinates","shannon_index"
9.1,2.51108768145428,"temp_after","all predictors w/ coordinates","shannon_index"
