"cat_velocity","yhat","predictors","model","index"
1,0.530036718412748,"cat_velocity","all predictors w/ coordinates","k_index"
2,0.530684481638534,"cat_velocity","all predictors w/ coordinates","k_index"
3,0.531228123325049,"cat_velocity","all predictors w/ coordinates","k_index"
4,0.531135094725632,"cat_velocity","all predictors w/ coordinates","k_index"
5,0.530507655988251,"cat_velocity","all predictors w/ coordinates","k_index"
