"pH_after","yhat","predictors","model","index"
7.23,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.33733333333333,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.44466666666667,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.552,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.65933333333333,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.76666666666667,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.874,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
7.98133333333333,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
8.08866666666667,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
8.196,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
8.30333333333333,0.530721536854765,"pH_after","sampling w/ coordinates","k_index"
8.41066666666667,0.529814336535141,"pH_after","sampling w/ coordinates","k_index"
8.518,0.530346878235125,"pH_after","sampling w/ coordinates","k_index"
8.62533333333333,0.532056538025952,"pH_after","sampling w/ coordinates","k_index"
8.73266666666667,0.532056538025952,"pH_after","sampling w/ coordinates","k_index"
8.84,0.532056538025952,"pH_after","sampling w/ coordinates","k_index"
