"temp_after","yhat","predictors","model","index"
4.7,0.534740703720724,"temp_after","all predictors w/ coordinates","k_index"
4.975,0.534740703720724,"temp_after","all predictors w/ coordinates","k_index"
5.25,0.528862086918218,"temp_after","all predictors w/ coordinates","k_index"
5.525,0.528095155840484,"temp_after","all predictors w/ coordinates","k_index"
5.8,0.527927664954514,"temp_after","all predictors w/ coordinates","k_index"
6.075,0.528539603363754,"temp_after","all predictors w/ coordinates","k_index"
6.35,0.528513982733147,"temp_after","all predictors w/ coordinates","k_index"
6.625,0.528470751235848,"temp_after","all predictors w/ coordinates","k_index"
6.9,0.529170988450065,"temp_after","all predictors w/ coordinates","k_index"
7.175,0.529284058862905,"temp_after","all predictors w/ coordinates","k_index"
7.45,0.531870129671888,"temp_after","all predictors w/ coordinates","k_index"
7.725,0.531693749091109,"temp_after","all predictors w/ coordinates","k_index"
8,0.531797939486726,"temp_after","all predictors w/ coordinates","k_index"
8.275,0.531455665282547,"temp_after","all predictors w/ coordinates","k_index"
8.55,0.531265806204845,"temp_after","all predictors w/ coordinates","k_index"
8.825,0.530309403402485,"temp_after","all predictors w/ coordinates","k_index"
9.1,0.532588278576905,"temp_after","all predictors w/ coordinates","k_index"
