"clog_3_class_int","yhat","predictors","model","index"
0,0.212089895305258,"clog_3_class","sampling w/o coordinates","rel_abundance"
1,0.164587860708168,"clog_3_class","sampling w/o coordinates","rel_abundance"
2,0.165768506399925,"clog_3_class","sampling w/o coordinates","rel_abundance"
