"x","yhat","predictors","model","index"
2575575.53,2.52342120104128,"x","velocity w/ coordinates","shannon_index"
2579649.17396,2.42023387822288,"x","velocity w/ coordinates","shannon_index"
2583722.81792,2.41412757806257,"x","velocity w/ coordinates","shannon_index"
2587796.46188,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2591870.10584,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2595943.7498,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2600017.39376,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2604091.03772,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2608164.68168,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2612238.32564,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2616311.9696,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2620385.61356,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2624459.25752,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2628532.90148,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2632606.54544,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2636680.1894,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2640753.83336,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2644827.47732,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2648901.12128,2.39694531602374,"x","velocity w/ coordinates","shannon_index"
2652974.76524,2.39247180406447,"x","velocity w/ coordinates","shannon_index"
2657048.4092,2.39944671940567,"x","velocity w/ coordinates","shannon_index"
2661122.05316,2.40292407594463,"x","velocity w/ coordinates","shannon_index"
2665195.69712,2.4034601584711,"x","velocity w/ coordinates","shannon_index"
2669269.34108,2.40430505068761,"x","velocity w/ coordinates","shannon_index"
2673342.98504,2.40430505068761,"x","velocity w/ coordinates","shannon_index"
2677416.629,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2681490.27296,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2685563.91692,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2689637.56088,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2693711.20484,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2697784.8488,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2701858.49276,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2705932.13672,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2710005.78068,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2714079.42464,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2718153.0686,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2722226.71256,2.40441554941442,"x","velocity w/ coordinates","shannon_index"
2726300.35652,2.46807568161425,"x","velocity w/ coordinates","shannon_index"
2730374.00048,2.63333603362244,"x","velocity w/ coordinates","shannon_index"
2734447.64444,2.65849568412023,"x","velocity w/ coordinates","shannon_index"
2738521.2884,2.66128013936839,"x","velocity w/ coordinates","shannon_index"
2742594.93236,2.66365295862025,"x","velocity w/ coordinates","shannon_index"
2746668.57632,2.60913192009587,"x","velocity w/ coordinates","shannon_index"
2750742.22028,2.60956856095303,"x","velocity w/ coordinates","shannon_index"
2754815.86424,2.60730965327659,"x","velocity w/ coordinates","shannon_index"
2758889.5082,2.59791605002216,"x","velocity w/ coordinates","shannon_index"
2762963.15216,2.60037661792932,"x","velocity w/ coordinates","shannon_index"
2767036.79612,2.60037661792932,"x","velocity w/ coordinates","shannon_index"
2771110.44008,2.58732210388179,"x","velocity w/ coordinates","shannon_index"
2775184.08404,2.6205773094279,"x","velocity w/ coordinates","shannon_index"
2779257.728,2.3369504165187,"x","velocity w/ coordinates","shannon_index"
