"clog_6_class_int","yhat","predictors","model","index"
0,0.547076669673994,"clog_6_class","sampling w/o coordinates","k_index"
1,0.546910396189462,"clog_6_class","sampling w/o coordinates","k_index"
2,0.541879706213856,"clog_6_class","sampling w/o coordinates","k_index"
3,0.539490195677693,"clog_6_class","sampling w/o coordinates","k_index"
4,0.534675276196367,"clog_6_class","sampling w/o coordinates","k_index"
5,0.515274172985995,"clog_6_class","sampling w/o coordinates","k_index"
6,0.509802792734412,"clog_6_class","sampling w/o coordinates","k_index"
