"alg_cover","yhat","predictors","model","index"
1,0.523113088193199,"alg_cover","sampling w/o coordinates","k_index"
2,0.528960315141403,"alg_cover","sampling w/o coordinates","k_index"
3,0.547560286318659,"alg_cover","sampling w/o coordinates","k_index"
4,0.538807484419383,"alg_cover","sampling w/o coordinates","k_index"
5,0.543218732377521,"alg_cover","sampling w/o coordinates","k_index"
