"cpom_cover","yhat","predictors","model","index"
1,0.188258210799716,"cpom_cover","sampling w/ coordinates","rel_abundance"
2,0.536322654328413,"cpom_cover","sampling w/ coordinates","rel_abundance"
3,0.592216222305541,"cpom_cover","sampling w/ coordinates","rel_abundance"
