"temp_during","yhat","predictors","model","index"
4.4,0.520071381378835,"temp_during","sampling w/ coordinates","k_index"
4.73846153846154,0.520071381378835,"temp_during","sampling w/ coordinates","k_index"
5.07692307692308,0.520071381378835,"temp_during","sampling w/ coordinates","k_index"
5.41538461538462,0.520071381378835,"temp_during","sampling w/ coordinates","k_index"
5.75384615384615,0.536336328802766,"temp_during","sampling w/ coordinates","k_index"
6.09230769230769,0.536336328802766,"temp_during","sampling w/ coordinates","k_index"
6.43076923076923,0.534420920159459,"temp_during","sampling w/ coordinates","k_index"
6.76923076923077,0.534420920159459,"temp_during","sampling w/ coordinates","k_index"
7.10769230769231,0.534420920159459,"temp_during","sampling w/ coordinates","k_index"
7.44615384615385,0.534420920159459,"temp_during","sampling w/ coordinates","k_index"
7.78461538461539,0.534420920159459,"temp_during","sampling w/ coordinates","k_index"
8.12307692307692,0.535003374486998,"temp_during","sampling w/ coordinates","k_index"
8.46153846153846,0.535003374486998,"temp_during","sampling w/ coordinates","k_index"
8.8,0.535003374486998,"temp_during","sampling w/ coordinates","k_index"
