"turb_after","yhat","predictors","model","index"
0.26,741.296288562042,"turb_after","sampling w/o coordinates","abundance"
11.93125,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
23.6025,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
35.27375,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
46.945,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
58.61625,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
70.2875,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
81.95875,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
93.63,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
105.30125,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
116.9725,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
128.64375,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
140.315,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
151.98625,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
163.6575,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
175.32875,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
187,782.407722799866,"turb_after","sampling w/o coordinates","abundance"
