"pH_during","yhat","predictors","model","index"
7.04,0.53299498445511,"pH_during","all predictors w/ coordinates","k_index"
7.19428571428571,0.53299498445511,"pH_during","all predictors w/ coordinates","k_index"
7.34857142857143,0.53299498445511,"pH_during","all predictors w/ coordinates","k_index"
7.50285714285714,0.532130669191891,"pH_during","all predictors w/ coordinates","k_index"
7.65714285714286,0.532122778017407,"pH_during","all predictors w/ coordinates","k_index"
7.81142857142857,0.53188753057394,"pH_during","all predictors w/ coordinates","k_index"
7.96571428571429,0.531923961654674,"pH_during","all predictors w/ coordinates","k_index"
8.12,0.532396921615187,"pH_during","all predictors w/ coordinates","k_index"
8.27428571428571,0.532562053999588,"pH_during","all predictors w/ coordinates","k_index"
8.42857142857143,0.531997313136344,"pH_during","all predictors w/ coordinates","k_index"
8.58285714285714,0.528436652648222,"pH_during","all predictors w/ coordinates","k_index"
8.73714285714286,0.530539344456463,"pH_during","all predictors w/ coordinates","k_index"
8.89142857142857,0.529130472561364,"pH_during","all predictors w/ coordinates","k_index"
9.04571428571428,0.529035494716675,"pH_during","all predictors w/ coordinates","k_index"
9.2,0.529035494716675,"pH_during","all predictors w/ coordinates","k_index"
