"alg_cover","yhat","predictors","model","index"
1,2.66711318277603,"alg_cover","all predictors w/o coordinates","shannon_index"
2,2.67108479977396,"alg_cover","all predictors w/o coordinates","shannon_index"
3,2.67739896863046,"alg_cover","all predictors w/o coordinates","shannon_index"
4,2.66602913663812,"alg_cover","all predictors w/o coordinates","shannon_index"
5,2.67404014041018,"alg_cover","all predictors w/o coordinates","shannon_index"
