"cpom_cover","yhat","predictors","model","index"
1,0.530681255599691,"cpom_cover","all predictors w/ coordinates","k_index"
2,0.532362774012298,"cpom_cover","all predictors w/ coordinates","k_index"
3,0.534430150683192,"cpom_cover","all predictors w/ coordinates","k_index"
