"conduct_during","yhat","predictors","model","index"
28.7,769.078226377866,"conduct_during","all predictors w/ coordinates","abundance"
60.8941176470588,769.078226377866,"conduct_during","all predictors w/ coordinates","abundance"
93.0882352941176,769.078226377866,"conduct_during","all predictors w/ coordinates","abundance"
125.282352941176,769.078226377866,"conduct_during","all predictors w/ coordinates","abundance"
157.476470588235,769.648856007496,"conduct_during","all predictors w/ coordinates","abundance"
189.670588235294,769.573754155644,"conduct_during","all predictors w/ coordinates","abundance"
221.864705882353,768.865410019841,"conduct_during","all predictors w/ coordinates","abundance"
254.058823529412,768.803919279101,"conduct_during","all predictors w/ coordinates","abundance"
286.252941176471,767.398993353175,"conduct_during","all predictors w/ coordinates","abundance"
318.447058823529,766.502107550705,"conduct_during","all predictors w/ coordinates","abundance"
350.641176470588,753.929448600088,"conduct_during","all predictors w/ coordinates","abundance"
382.835294117647,757.662661563051,"conduct_during","all predictors w/ coordinates","abundance"
415.029411764706,762.002433630952,"conduct_during","all predictors w/ coordinates","abundance"
447.223529411765,769.143351069224,"conduct_during","all predictors w/ coordinates","abundance"
479.417647058823,773.456568661817,"conduct_during","all predictors w/ coordinates","abundance"
511.611764705882,773.470378847002,"conduct_during","all predictors w/ coordinates","abundance"
543.805882352941,774.223860328483,"conduct_during","all predictors w/ coordinates","abundance"
576,774.223860328483,"conduct_during","all predictors w/ coordinates","abundance"
