"temp_after","yhat","predictors","model","index"
4.7,0.530362745281309,"temp_after","sampling w/ coordinates","k_index"
4.975,0.530362745281309,"temp_after","sampling w/ coordinates","k_index"
5.25,0.530362745281309,"temp_after","sampling w/ coordinates","k_index"
5.525,0.529150562102182,"temp_after","sampling w/ coordinates","k_index"
5.8,0.529150562102182,"temp_after","sampling w/ coordinates","k_index"
6.075,0.529150562102182,"temp_after","sampling w/ coordinates","k_index"
6.35,0.529150562102182,"temp_after","sampling w/ coordinates","k_index"
6.625,0.529150562102182,"temp_after","sampling w/ coordinates","k_index"
6.9,0.53099345424454,"temp_after","sampling w/ coordinates","k_index"
7.175,0.53099345424454,"temp_after","sampling w/ coordinates","k_index"
7.45,0.53099345424454,"temp_after","sampling w/ coordinates","k_index"
7.725,0.53406186738155,"temp_after","sampling w/ coordinates","k_index"
8,0.53406186738155,"temp_after","sampling w/ coordinates","k_index"
8.275,0.534271094447899,"temp_after","sampling w/ coordinates","k_index"
8.55,0.532226511432479,"temp_after","sampling w/ coordinates","k_index"
8.825,0.532226511432479,"temp_after","sampling w/ coordinates","k_index"
9.1,0.532365433371591,"temp_after","sampling w/ coordinates","k_index"
