"sub_type_int","yhat","predictors","model","index"
0,0.537936529396716,"sub_type","sampling w/o coordinates","k_index"
1,0.541878761241257,"sub_type","sampling w/o coordinates","k_index"
2,0.544124172262877,"sub_type","sampling w/o coordinates","k_index"
3,0.54081899834684,"sub_type","sampling w/o coordinates","k_index"
