"moos_cover","yhat","predictors","model","index"
0,759.785398600088,"moos_cover","all predictors w/ coordinates","abundance"
1,788.255539803792,"moos_cover","all predictors w/ coordinates","abundance"
2,788.560141655644,"moos_cover","all predictors w/ coordinates","abundance"
3,796.346922519841,"moos_cover","all predictors w/ coordinates","abundance"
