"moos_cover","yhat","predictors","model","index"
0,0.521652917499128,"moos_cover","sampling w/o coordinates","k_index"
1,0.526665551830893,"moos_cover","sampling w/o coordinates","k_index"
2,0.504109709483126,"moos_cover","sampling w/o coordinates","k_index"
3,0.504109709483126,"moos_cover","sampling w/o coordinates","k_index"
