"cpom_cover","yhat","predictors","model","index"
1,0.529222405998615,"cpom_cover","all predictors w/o coordinates","k_index"
2,0.530071450366024,"cpom_cover","all predictors w/o coordinates","k_index"
3,0.532909572048401,"cpom_cover","all predictors w/o coordinates","k_index"
