"alg_cover","yhat","predictors","model","index"
1,740.217446357299,"alg_cover","all predictors w/ coordinates","abundance"
2,761.138365682095,"alg_cover","all predictors w/ coordinates","abundance"
3,781.964972514509,"alg_cover","all predictors w/ coordinates","abundance"
4,777.684763220511,"alg_cover","all predictors w/ coordinates","abundance"
5,784.882420800611,"alg_cover","all predictors w/ coordinates","abundance"
