"z","yhat","predictors","model","index"
229.672,0.506113447800831,"z","sampling w/ coordinates","k_index"
253.0755,0.54825001830856,"z","sampling w/ coordinates","k_index"
276.479,0.54825001830856,"z","sampling w/ coordinates","k_index"
299.8825,0.548639000427944,"z","sampling w/ coordinates","k_index"
323.286,0.548639000427944,"z","sampling w/ coordinates","k_index"
346.6895,0.548639000427944,"z","sampling w/ coordinates","k_index"
370.093,0.548639000427944,"z","sampling w/ coordinates","k_index"
393.4965,0.548639000427944,"z","sampling w/ coordinates","k_index"
416.9,0.548639000427944,"z","sampling w/ coordinates","k_index"
440.3035,0.548639000427944,"z","sampling w/ coordinates","k_index"
463.707,0.547006217831815,"z","sampling w/ coordinates","k_index"
487.1105,0.559257509255851,"z","sampling w/ coordinates","k_index"
510.514,0.545913099828694,"z","sampling w/ coordinates","k_index"
533.9175,0.54206023172096,"z","sampling w/ coordinates","k_index"
557.321,0.540935972222575,"z","sampling w/ coordinates","k_index"
580.7245,0.531275404824151,"z","sampling w/ coordinates","k_index"
604.128,0.518164805378075,"z","sampling w/ coordinates","k_index"
627.5315,0.518789480405825,"z","sampling w/ coordinates","k_index"
650.935,0.518878549613334,"z","sampling w/ coordinates","k_index"
674.3385,0.518900471153083,"z","sampling w/ coordinates","k_index"
697.742,0.519032985937816,"z","sampling w/ coordinates","k_index"
721.1455,0.519032985937816,"z","sampling w/ coordinates","k_index"
744.549,0.519032985937816,"z","sampling w/ coordinates","k_index"
767.9525,0.519032985937816,"z","sampling w/ coordinates","k_index"
791.356,0.525278266795255,"z","sampling w/ coordinates","k_index"
814.7595,0.525758302460114,"z","sampling w/ coordinates","k_index"
838.163,0.540022428250975,"z","sampling w/ coordinates","k_index"
861.5665,0.539901166464444,"z","sampling w/ coordinates","k_index"
884.97,0.539901166464444,"z","sampling w/ coordinates","k_index"
908.3735,0.539901166464444,"z","sampling w/ coordinates","k_index"
931.777,0.539901166464444,"z","sampling w/ coordinates","k_index"
955.1805,0.539901166464444,"z","sampling w/ coordinates","k_index"
978.584,0.540047046211031,"z","sampling w/ coordinates","k_index"
1001.9875,0.54671162808383,"z","sampling w/ coordinates","k_index"
1025.391,0.54671162808383,"z","sampling w/ coordinates","k_index"
1048.7945,0.54671162808383,"z","sampling w/ coordinates","k_index"
1072.198,0.54671162808383,"z","sampling w/ coordinates","k_index"
1095.6015,0.54671162808383,"z","sampling w/ coordinates","k_index"
1119.005,0.534033959386525,"z","sampling w/ coordinates","k_index"
1142.4085,0.534033959386525,"z","sampling w/ coordinates","k_index"
1165.812,0.511478282787182,"z","sampling w/ coordinates","k_index"
1189.2155,0.511478282787182,"z","sampling w/ coordinates","k_index"
1212.619,0.511478282787182,"z","sampling w/ coordinates","k_index"
1236.0225,0.511478282787182,"z","sampling w/ coordinates","k_index"
1259.426,0.511478282787182,"z","sampling w/ coordinates","k_index"
1282.8295,0.522204726658486,"z","sampling w/ coordinates","k_index"
1306.233,0.522204726658486,"z","sampling w/ coordinates","k_index"
1329.6365,0.522204726658486,"z","sampling w/ coordinates","k_index"
1353.04,0.522204726658486,"z","sampling w/ coordinates","k_index"
1376.4435,0.522204726658486,"z","sampling w/ coordinates","k_index"
1399.847,0.559297604762294,"z","sampling w/ coordinates","k_index"
