"q_before","yhat","predictors","model","index"
2.3,2.69926377744261,"q_before","all predictors w/o coordinates","shannon_index"
6.00555555555556,2.68020067748587,"q_before","all predictors w/o coordinates","shannon_index"
9.71111111111111,2.66184213736181,"q_before","all predictors w/o coordinates","shannon_index"
13.4166666666667,2.65891357318645,"q_before","all predictors w/o coordinates","shannon_index"
17.1222222222222,2.65258431378816,"q_before","all predictors w/o coordinates","shannon_index"
20.8277777777778,2.65317475461158,"q_before","all predictors w/o coordinates","shannon_index"
24.5333333333333,2.65736510523458,"q_before","all predictors w/o coordinates","shannon_index"
28.2388888888889,2.65744058724542,"q_before","all predictors w/o coordinates","shannon_index"
31.9444444444444,2.65744058724542,"q_before","all predictors w/o coordinates","shannon_index"
35.65,2.65674238069122,"q_before","all predictors w/o coordinates","shannon_index"
39.3555555555556,2.65671328638307,"q_before","all predictors w/o coordinates","shannon_index"
43.0611111111111,2.65674730601357,"q_before","all predictors w/o coordinates","shannon_index"
46.7666666666667,2.65740655761884,"q_before","all predictors w/o coordinates","shannon_index"
50.4722222222222,2.65763638719135,"q_before","all predictors w/o coordinates","shannon_index"
54.1777777777778,2.6586008945161,"q_before","all predictors w/o coordinates","shannon_index"
57.8833333333333,2.6586008945161,"q_before","all predictors w/o coordinates","shannon_index"
61.5888888888889,2.6586008945161,"q_before","all predictors w/o coordinates","shannon_index"
65.2944444444445,2.6586008945161,"q_before","all predictors w/o coordinates","shannon_index"
69,2.6586008945161,"q_before","all predictors w/o coordinates","shannon_index"
