"sub_type_int","yhat","predictors","model","index"
0,0.190969070048089,"sub_type","sampling w/o coordinates","rel_abundance"
1,0.191496923552175,"sub_type","sampling w/o coordinates","rel_abundance"
2,0.192477486081137,"sub_type","sampling w/o coordinates","rel_abundance"
3,0.199454557951574,"sub_type","sampling w/o coordinates","rel_abundance"
