"y","yhat","predictors","model","index"
1118905.656,0.504480427889912,"y","v + wd w/ coordinates","k_index"
1121771.19458,0.557409422265159,"y","v + wd w/ coordinates","k_index"
1124636.73316,0.55712765455246,"y","v + wd w/ coordinates","k_index"
1127502.27174,0.557107950112334,"y","v + wd w/ coordinates","k_index"
1130367.81032,0.558477552676642,"y","v + wd w/ coordinates","k_index"
1133233.3489,0.558477552676642,"y","v + wd w/ coordinates","k_index"
1136098.88748,0.549568873864633,"y","v + wd w/ coordinates","k_index"
1138964.42606,0.549568873864633,"y","v + wd w/ coordinates","k_index"
1141829.96464,0.549568873864633,"y","v + wd w/ coordinates","k_index"
1144695.50322,0.549623153551861,"y","v + wd w/ coordinates","k_index"
1147561.0418,0.549031651682324,"y","v + wd w/ coordinates","k_index"
1150426.58038,0.549152772459719,"y","v + wd w/ coordinates","k_index"
1153292.11896,0.537139676925209,"y","v + wd w/ coordinates","k_index"
1156157.65754,0.537139676925209,"y","v + wd w/ coordinates","k_index"
1159023.19612,0.537053520480792,"y","v + wd w/ coordinates","k_index"
1161888.7347,0.537004025997939,"y","v + wd w/ coordinates","k_index"
1164754.27328,0.537004025997939,"y","v + wd w/ coordinates","k_index"
1167619.81186,0.537004025997939,"y","v + wd w/ coordinates","k_index"
1170485.35044,0.543483427139344,"y","v + wd w/ coordinates","k_index"
1173350.88902,0.543483427139344,"y","v + wd w/ coordinates","k_index"
1176216.4276,0.541747545340547,"y","v + wd w/ coordinates","k_index"
1179081.96618,0.541972594818583,"y","v + wd w/ coordinates","k_index"
1181947.50476,0.580617996001685,"y","v + wd w/ coordinates","k_index"
1184813.04334,0.59393115327866,"y","v + wd w/ coordinates","k_index"
1187678.58192,0.460848211138337,"y","v + wd w/ coordinates","k_index"
1190544.1205,0.460775785975986,"y","v + wd w/ coordinates","k_index"
1193409.65908,0.459003149911209,"y","v + wd w/ coordinates","k_index"
1196275.19766,0.438570313293625,"y","v + wd w/ coordinates","k_index"
1199140.73624,0.436372837534657,"y","v + wd w/ coordinates","k_index"
1202006.27482,0.43897855957901,"y","v + wd w/ coordinates","k_index"
1204871.8134,0.509566896629554,"y","v + wd w/ coordinates","k_index"
1207737.35198,0.509566896629554,"y","v + wd w/ coordinates","k_index"
1210602.89056,0.509566896629554,"y","v + wd w/ coordinates","k_index"
1213468.42914,0.509566896629554,"y","v + wd w/ coordinates","k_index"
1216333.96772,0.509528496889053,"y","v + wd w/ coordinates","k_index"
1219199.5063,0.509465984172291,"y","v + wd w/ coordinates","k_index"
1222065.04488,0.509464486329644,"y","v + wd w/ coordinates","k_index"
1224930.58346,0.509674756477276,"y","v + wd w/ coordinates","k_index"
1227796.12204,0.5122722853665,"y","v + wd w/ coordinates","k_index"
1230661.66062,0.591083768341276,"y","v + wd w/ coordinates","k_index"
1233527.1992,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1236392.73778,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1239258.27636,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1242123.81494,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1244989.35352,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1247854.8921,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1250720.43068,0.591425617397935,"y","v + wd w/ coordinates","k_index"
1253585.96926,0.631962311488611,"y","v + wd w/ coordinates","k_index"
1256451.50784,0.631962311488611,"y","v + wd w/ coordinates","k_index"
1259317.04642,0.629621312160183,"y","v + wd w/ coordinates","k_index"
1262182.585,0.609150109191736,"y","v + wd w/ coordinates","k_index"
