"sub_type_int","yhat","predictors","model","index"
0,733.426933205275,"sub_type","all predictors w/o coordinates","abundance"
1,738.038465132467,"sub_type","all predictors w/o coordinates","abundance"
2,739.984758240566,"sub_type","all predictors w/o coordinates","abundance"
3,738.071202763535,"sub_type","all predictors w/o coordinates","abundance"
