"sub_type_int","yhat","predictors","model","index"
0,751.611715838945,"sub_type","sampling w/ coordinates","abundance"
1,753.794771394501,"sub_type","sampling w/ coordinates","abundance"
2,757.045692690797,"sub_type","sampling w/ coordinates","abundance"
3,774.03630256734,"sub_type","sampling w/ coordinates","abundance"
