"cat_velocity","yhat","predictors","model","index"
1,0.530958920681898,"cat_velocity","sampling w/o coordinates","k_index"
2,0.531433436453897,"cat_velocity","sampling w/o coordinates","k_index"
3,0.534538999408018,"cat_velocity","sampling w/o coordinates","k_index"
4,0.532111026162207,"cat_velocity","sampling w/o coordinates","k_index"
5,0.529243964475843,"cat_velocity","sampling w/o coordinates","k_index"
