"wd_m","yhat","predictors","model","index"
0.08,2.30923085753737,"wd_m","sampling w/o coordinates","shannon_index"
0.099,2.306802205888,"wd_m","sampling w/o coordinates","shannon_index"
0.118,2.4261005623956,"wd_m","sampling w/o coordinates","shannon_index"
0.137,2.48039682878664,"wd_m","sampling w/o coordinates","shannon_index"
0.156,2.52617411239556,"wd_m","sampling w/o coordinates","shannon_index"
0.175,2.52148416886727,"wd_m","sampling w/o coordinates","shannon_index"
0.194,2.53998752490238,"wd_m","sampling w/o coordinates","shannon_index"
0.213,2.53399090282619,"wd_m","sampling w/o coordinates","shannon_index"
0.232,2.5073357667007,"wd_m","sampling w/o coordinates","shannon_index"
0.251,2.58577261589192,"wd_m","sampling w/o coordinates","shannon_index"
0.27,2.59769543039578,"wd_m","sampling w/o coordinates","shannon_index"
0.289,2.5706373695974,"wd_m","sampling w/o coordinates","shannon_index"
0.308,2.55594566933535,"wd_m","sampling w/o coordinates","shannon_index"
0.327,2.52418396180427,"wd_m","sampling w/o coordinates","shannon_index"
0.346,2.53985644987336,"wd_m","sampling w/o coordinates","shannon_index"
0.365,2.49567186642714,"wd_m","sampling w/o coordinates","shannon_index"
0.384,2.5051122160318,"wd_m","sampling w/o coordinates","shannon_index"
0.403,2.50951762752986,"wd_m","sampling w/o coordinates","shannon_index"
0.422,2.53573488488069,"wd_m","sampling w/o coordinates","shannon_index"
0.441,2.56655534601736,"wd_m","sampling w/o coordinates","shannon_index"
0.46,2.5175791852935,"wd_m","sampling w/o coordinates","shannon_index"
0.479,2.50155027100333,"wd_m","sampling w/o coordinates","shannon_index"
0.498,2.53670583782649,"wd_m","sampling w/o coordinates","shannon_index"
0.517,2.50864514101435,"wd_m","sampling w/o coordinates","shannon_index"
0.536,2.49788451094732,"wd_m","sampling w/o coordinates","shannon_index"
0.555,2.46320570815631,"wd_m","sampling w/o coordinates","shannon_index"
0.574,2.47999354086264,"wd_m","sampling w/o coordinates","shannon_index"
0.593,2.43271146754355,"wd_m","sampling w/o coordinates","shannon_index"
0.612,2.48868185706023,"wd_m","sampling w/o coordinates","shannon_index"
0.631,2.66077059479775,"wd_m","sampling w/o coordinates","shannon_index"
0.65,2.63042281029953,"wd_m","sampling w/o coordinates","shannon_index"
0.669,2.63090978852577,"wd_m","sampling w/o coordinates","shannon_index"
0.688,2.67631530734124,"wd_m","sampling w/o coordinates","shannon_index"
0.707,2.67884647266732,"wd_m","sampling w/o coordinates","shannon_index"
0.726,2.62359530671879,"wd_m","sampling w/o coordinates","shannon_index"
0.745,2.59546853988259,"wd_m","sampling w/o coordinates","shannon_index"
0.764,2.58809993636829,"wd_m","sampling w/o coordinates","shannon_index"
0.783,2.58808182097144,"wd_m","sampling w/o coordinates","shannon_index"
0.802,2.57237732162078,"wd_m","sampling w/o coordinates","shannon_index"
0.821,2.57588876342332,"wd_m","sampling w/o coordinates","shannon_index"
0.84,2.57318079361209,"wd_m","sampling w/o coordinates","shannon_index"
0.859,2.57526672521123,"wd_m","sampling w/o coordinates","shannon_index"
0.878,2.57094048598298,"wd_m","sampling w/o coordinates","shannon_index"
0.897,2.43417258629644,"wd_m","sampling w/o coordinates","shannon_index"
0.916,2.42199490260747,"wd_m","sampling w/o coordinates","shannon_index"
0.935,2.42199490260747,"wd_m","sampling w/o coordinates","shannon_index"
0.954,2.42199490260747,"wd_m","sampling w/o coordinates","shannon_index"
0.973,2.42252555613716,"wd_m","sampling w/o coordinates","shannon_index"
0.992,2.46652594650233,"wd_m","sampling w/o coordinates","shannon_index"
1.011,2.46652594650233,"wd_m","sampling w/o coordinates","shannon_index"
1.03,2.46652594650233,"wd_m","sampling w/o coordinates","shannon_index"
