"cat_velocity","yhat","predictors","model","index"
1,2.55163065551918,"cat_velocity","sampling w/ coordinates","shannon_index"
2,2.55163065551918,"cat_velocity","sampling w/ coordinates","shannon_index"
3,2.54966093880918,"cat_velocity","sampling w/ coordinates","shannon_index"
4,2.51418753905165,"cat_velocity","sampling w/ coordinates","shannon_index"
5,2.51351200741232,"cat_velocity","sampling w/ coordinates","shannon_index"
