"cat_velocity","yhat","predictors","model","index"
1,771.960653862839,"cat_velocity","all predictors w/o coordinates","abundance"
2,744.644738215161,"cat_velocity","all predictors w/o coordinates","abundance"
3,732.668942423915,"cat_velocity","all predictors w/o coordinates","abundance"
4,728.051890279421,"cat_velocity","all predictors w/o coordinates","abundance"
5,732.980796798023,"cat_velocity","all predictors w/o coordinates","abundance"
