"sub_type_int","yhat","predictors","model","index"
0,0.199404267917594,"sub_type","sampling w/o coordinates","rel_abundance"
1,0.199404267917594,"sub_type","sampling w/o coordinates","rel_abundance"
2,0.193424793859271,"sub_type","sampling w/o coordinates","rel_abundance"
3,0.194577270963338,"sub_type","sampling w/o coordinates","rel_abundance"
