"alg_cover","yhat","predictors","model","index"
1,745.113131779101,"alg_cover","all predictors w/ coordinates","abundance"
2,767.850614649471,"alg_cover","all predictors w/ coordinates","abundance"
3,795.778237488977,"alg_cover","all predictors w/ coordinates","abundance"
4,793.432276840829,"alg_cover","all predictors w/ coordinates","abundance"
5,803.011687643298,"alg_cover","all predictors w/ coordinates","abundance"
