"cat_velocity","yhat","predictors","model","index"
1,806.050202062071,"cat_velocity","all predictors w/ coordinates","abundance"
2,786.931092275716,"cat_velocity","all predictors w/ coordinates","abundance"
3,758.024611575365,"cat_velocity","all predictors w/ coordinates","abundance"
4,748.387353095671,"cat_velocity","all predictors w/ coordinates","abundance"
5,745.806534034035,"cat_velocity","all predictors w/ coordinates","abundance"
