"temp_after","yhat","predictors","model","index"
4.7,749.029712789842,"temp_after","all predictors w/ coordinates","abundance"
4.975,749.029712789842,"temp_after","all predictors w/ coordinates","abundance"
5.25,738.085357174756,"temp_after","all predictors w/ coordinates","abundance"
5.525,732.494995402909,"temp_after","all predictors w/ coordinates","abundance"
5.8,732.952283630423,"temp_after","all predictors w/ coordinates","abundance"
6.075,748.926228440242,"temp_after","all predictors w/ coordinates","abundance"
6.35,755.131591379225,"temp_after","all predictors w/ coordinates","abundance"
6.625,758.404826370969,"temp_after","all predictors w/ coordinates","abundance"
6.9,759.200389198317,"temp_after","all predictors w/ coordinates","abundance"
7.175,759.610349041791,"temp_after","all predictors w/ coordinates","abundance"
7.45,763.363721579721,"temp_after","all predictors w/ coordinates","abundance"
7.725,762.905102906882,"temp_after","all predictors w/ coordinates","abundance"
8,762.910685446564,"temp_after","all predictors w/ coordinates","abundance"
8.275,751.954071827712,"temp_after","all predictors w/ coordinates","abundance"
8.55,752.341663211174,"temp_after","all predictors w/ coordinates","abundance"
8.825,751.931292054168,"temp_after","all predictors w/ coordinates","abundance"
9.1,773.651192696817,"temp_after","all predictors w/ coordinates","abundance"
