"z","yhat","predictors","model","index"
229.672,2.54028343923413,"z","sampling w/o coordinates","shannon_index"
253.0755,2.61317502640377,"z","sampling w/o coordinates","shannon_index"
276.479,2.62584659248385,"z","sampling w/o coordinates","shannon_index"
299.8825,2.63278289506813,"z","sampling w/o coordinates","shannon_index"
323.286,2.63278289506813,"z","sampling w/o coordinates","shannon_index"
346.6895,2.63323683494253,"z","sampling w/o coordinates","shannon_index"
370.093,2.64950759862016,"z","sampling w/o coordinates","shannon_index"
393.4965,2.65115258963979,"z","sampling w/o coordinates","shannon_index"
416.9,2.65119051286623,"z","sampling w/o coordinates","shannon_index"
440.3035,2.65148355472036,"z","sampling w/o coordinates","shannon_index"
463.707,2.65100711021614,"z","sampling w/o coordinates","shannon_index"
487.1105,2.64873949727676,"z","sampling w/o coordinates","shannon_index"
510.514,2.65002308831336,"z","sampling w/o coordinates","shannon_index"
533.9175,2.65107553914359,"z","sampling w/o coordinates","shannon_index"
557.321,2.66955829948628,"z","sampling w/o coordinates","shannon_index"
580.7245,2.73516241899537,"z","sampling w/o coordinates","shannon_index"
604.128,2.73650472886365,"z","sampling w/o coordinates","shannon_index"
627.5315,2.73569157991108,"z","sampling w/o coordinates","shannon_index"
650.935,2.73569157991108,"z","sampling w/o coordinates","shannon_index"
674.3385,2.73626378697986,"z","sampling w/o coordinates","shannon_index"
697.742,2.73610542562352,"z","sampling w/o coordinates","shannon_index"
721.1455,2.73372097187229,"z","sampling w/o coordinates","shannon_index"
744.549,2.73538396199584,"z","sampling w/o coordinates","shannon_index"
767.9525,2.71281185529654,"z","sampling w/o coordinates","shannon_index"
791.356,2.70277862860564,"z","sampling w/o coordinates","shannon_index"
814.7595,2.69934822575694,"z","sampling w/o coordinates","shannon_index"
838.163,2.70317587113524,"z","sampling w/o coordinates","shannon_index"
861.5665,2.70367240216337,"z","sampling w/o coordinates","shannon_index"
884.97,2.70640802529846,"z","sampling w/o coordinates","shannon_index"
908.3735,2.70640802529846,"z","sampling w/o coordinates","shannon_index"
931.777,2.70640802529846,"z","sampling w/o coordinates","shannon_index"
955.1805,2.70640802529846,"z","sampling w/o coordinates","shannon_index"
978.584,2.70833685770002,"z","sampling w/o coordinates","shannon_index"
1001.9875,2.73311408771463,"z","sampling w/o coordinates","shannon_index"
1025.391,2.73311408771463,"z","sampling w/o coordinates","shannon_index"
1048.7945,2.73311408771463,"z","sampling w/o coordinates","shannon_index"
1072.198,2.73242067265756,"z","sampling w/o coordinates","shannon_index"
1095.6015,2.7323498892899,"z","sampling w/o coordinates","shannon_index"
1119.005,2.73230541652534,"z","sampling w/o coordinates","shannon_index"
1142.4085,2.73230541652534,"z","sampling w/o coordinates","shannon_index"
1165.812,2.73213104889255,"z","sampling w/o coordinates","shannon_index"
1189.2155,2.73213104889255,"z","sampling w/o coordinates","shannon_index"
1212.619,2.73213104889255,"z","sampling w/o coordinates","shannon_index"
1236.0225,2.73213104889255,"z","sampling w/o coordinates","shannon_index"
1259.426,2.73213104889255,"z","sampling w/o coordinates","shannon_index"
1282.8295,2.7315987050161,"z","sampling w/o coordinates","shannon_index"
1306.233,2.7315987050161,"z","sampling w/o coordinates","shannon_index"
1329.6365,2.7315987050161,"z","sampling w/o coordinates","shannon_index"
1353.04,2.7315987050161,"z","sampling w/o coordinates","shannon_index"
1376.4435,2.7315987050161,"z","sampling w/o coordinates","shannon_index"
1399.847,2.72371369033194,"z","sampling w/o coordinates","shannon_index"
