"clog_6_class_int","yhat","predictors","model","index"
0,2.53673039413142,"clog_6_class","sampling w/ coordinates","shannon_index"
1,2.53642201184104,"clog_6_class","sampling w/ coordinates","shannon_index"
2,2.53642201184104,"clog_6_class","sampling w/ coordinates","shannon_index"
3,2.53642201184104,"clog_6_class","sampling w/ coordinates","shannon_index"
4,2.53560545344738,"clog_6_class","sampling w/ coordinates","shannon_index"
5,2.53560545344738,"clog_6_class","sampling w/ coordinates","shannon_index"
6,2.32139037847109,"clog_6_class","sampling w/ coordinates","shannon_index"
