"sub_type_int","yhat","predictors","model","index"
0,2.54490392246387,"sub_type","sampling w/ coordinates","shannon_index"
1,2.54490392246387,"sub_type","sampling w/ coordinates","shannon_index"
2,2.52125331681843,"sub_type","sampling w/ coordinates","shannon_index"
3,2.51983561864364,"sub_type","sampling w/ coordinates","shannon_index"
