"conduct_after","yhat","predictors","model","index"
28.7,729.850542373443,"conduct_after","all predictors w/o coordinates","abundance"
55.7142857142857,731.02046627786,"conduct_after","all predictors w/o coordinates","abundance"
82.7285714285714,731.02046627786,"conduct_after","all predictors w/o coordinates","abundance"
109.742857142857,731.409142865161,"conduct_after","all predictors w/o coordinates","abundance"
136.757142857143,732.032643072201,"conduct_after","all predictors w/o coordinates","abundance"
163.771428571429,732.000578544941,"conduct_after","all predictors w/o coordinates","abundance"
190.785714285714,737.109896850669,"conduct_after","all predictors w/o coordinates","abundance"
217.8,736.803121706891,"conduct_after","all predictors w/o coordinates","abundance"
244.814285714286,732.869430160998,"conduct_after","all predictors w/o coordinates","abundance"
271.828571428571,712.835795890457,"conduct_after","all predictors w/o coordinates","abundance"
298.842857142857,707.061924700295,"conduct_after","all predictors w/o coordinates","abundance"
325.857142857143,705.749211511471,"conduct_after","all predictors w/o coordinates","abundance"
352.871428571429,705.798774282818,"conduct_after","all predictors w/o coordinates","abundance"
379.885714285714,705.355628836376,"conduct_after","all predictors w/o coordinates","abundance"
406.9,714.184495684464,"conduct_after","all predictors w/o coordinates","abundance"
433.914285714286,796.120036636064,"conduct_after","all predictors w/o coordinates","abundance"
460.928571428571,801.808174645036,"conduct_after","all predictors w/o coordinates","abundance"
487.942857142857,801.896968123297,"conduct_after","all predictors w/o coordinates","abundance"
514.957142857143,806.372378135949,"conduct_after","all predictors w/o coordinates","abundance"
541.971428571429,816.116915126978,"conduct_after","all predictors w/o coordinates","abundance"
568.985714285714,816.116915126978,"conduct_after","all predictors w/o coordinates","abundance"
596,816.116915126978,"conduct_after","all predictors w/o coordinates","abundance"
