"y","yhat","predictors","model","index"
1118905.656,1003.64787967117,"y","all predictors w/ coordinates","abundance"
1121771.19458,907.505328655243,"y","all predictors w/ coordinates","abundance"
1124636.73316,916.968381713938,"y","all predictors w/ coordinates","abundance"
1127502.27174,916.968151419251,"y","all predictors w/ coordinates","abundance"
1130367.81032,916.968151419251,"y","all predictors w/ coordinates","abundance"
1133233.3489,916.968151419251,"y","all predictors w/ coordinates","abundance"
1136098.88748,738.051647125571,"y","all predictors w/ coordinates","abundance"
1138964.42606,738.051647125571,"y","all predictors w/ coordinates","abundance"
1141829.96464,738.051647125571,"y","all predictors w/ coordinates","abundance"
1144695.50322,738.051647125571,"y","all predictors w/ coordinates","abundance"
1147561.0418,738.051647125571,"y","all predictors w/ coordinates","abundance"
1150426.58038,738.051647125571,"y","all predictors w/ coordinates","abundance"
1153292.11896,734.490966983415,"y","all predictors w/ coordinates","abundance"
1156157.65754,734.490966983415,"y","all predictors w/ coordinates","abundance"
1159023.19612,734.490761660867,"y","all predictors w/ coordinates","abundance"
1161888.7347,734.490761660867,"y","all predictors w/ coordinates","abundance"
1164754.27328,734.490761660867,"y","all predictors w/ coordinates","abundance"
1167619.81186,734.490761660867,"y","all predictors w/ coordinates","abundance"
1170485.35044,737.511819912328,"y","all predictors w/ coordinates","abundance"
1173350.88902,737.511819912328,"y","all predictors w/ coordinates","abundance"
1176216.4276,737.478578727554,"y","all predictors w/ coordinates","abundance"
1179081.96618,737.478578727554,"y","all predictors w/ coordinates","abundance"
1181947.50476,665.520596800027,"y","all predictors w/ coordinates","abundance"
1184813.04334,690.983119757087,"y","all predictors w/ coordinates","abundance"
1187678.58192,754.376381529702,"y","all predictors w/ coordinates","abundance"
1190544.1205,754.376381529702,"y","all predictors w/ coordinates","abundance"
1193409.65908,749.935081128721,"y","all predictors w/ coordinates","abundance"
1196275.19766,755.14301944662,"y","all predictors w/ coordinates","abundance"
1199140.73624,802.822302571049,"y","all predictors w/ coordinates","abundance"
1202006.27482,802.822302571049,"y","all predictors w/ coordinates","abundance"
1204871.8134,801.135587559806,"y","all predictors w/ coordinates","abundance"
1207737.35198,801.135587559806,"y","all predictors w/ coordinates","abundance"
1210602.89056,801.135587559806,"y","all predictors w/ coordinates","abundance"
1213468.42914,801.135587559806,"y","all predictors w/ coordinates","abundance"
1216333.96772,801.135587559806,"y","all predictors w/ coordinates","abundance"
1219199.5063,801.135587559806,"y","all predictors w/ coordinates","abundance"
1222065.04488,801.135587559806,"y","all predictors w/ coordinates","abundance"
1224930.58346,801.135587559806,"y","all predictors w/ coordinates","abundance"
1227796.12204,801.135587559806,"y","all predictors w/ coordinates","abundance"
1230661.66062,801.135587559806,"y","all predictors w/ coordinates","abundance"
1233527.1992,801.135587559806,"y","all predictors w/ coordinates","abundance"
1236392.73778,801.135587559806,"y","all predictors w/ coordinates","abundance"
1239258.27636,801.135587559806,"y","all predictors w/ coordinates","abundance"
1242123.81494,801.135587559806,"y","all predictors w/ coordinates","abundance"
1244989.35352,801.135587559806,"y","all predictors w/ coordinates","abundance"
1247854.8921,801.135587559806,"y","all predictors w/ coordinates","abundance"
1250720.43068,801.135587559806,"y","all predictors w/ coordinates","abundance"
1253585.96926,961.031090833523,"y","all predictors w/ coordinates","abundance"
1256451.50784,961.031090833523,"y","all predictors w/ coordinates","abundance"
1259317.04642,961.031090833523,"y","all predictors w/ coordinates","abundance"
1262182.585,818.826379528752,"y","all predictors w/ coordinates","abundance"
