"y","yhat","predictors","model","index"
1118905.656,1.47818725252593,"y","v + wd w/o coordinates","shannon_index"
1121771.19458,2.35580867860052,"y","v + wd w/o coordinates","shannon_index"
1124636.73316,2.43572756537685,"y","v + wd w/o coordinates","shannon_index"
1127502.27174,2.43572756537685,"y","v + wd w/o coordinates","shannon_index"
1130367.81032,2.47701023574229,"y","v + wd w/o coordinates","shannon_index"
1133233.3489,2.47701023574229,"y","v + wd w/o coordinates","shannon_index"
1136098.88748,2.54508971174558,"y","v + wd w/o coordinates","shannon_index"
1138964.42606,2.54508971174558,"y","v + wd w/o coordinates","shannon_index"
1141829.96464,2.54508971174558,"y","v + wd w/o coordinates","shannon_index"
1144695.50322,2.54508971174558,"y","v + wd w/o coordinates","shannon_index"
1147561.0418,2.54566874217104,"y","v + wd w/o coordinates","shannon_index"
1150426.58038,2.54566874217104,"y","v + wd w/o coordinates","shannon_index"
1153292.11896,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1156157.65754,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1159023.19612,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1161888.7347,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1164754.27328,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1167619.81186,2.66152553205137,"y","v + wd w/o coordinates","shannon_index"
1170485.35044,2.75893593717504,"y","v + wd w/o coordinates","shannon_index"
1173350.88902,2.75893593717504,"y","v + wd w/o coordinates","shannon_index"
1176216.4276,2.72879155587267,"y","v + wd w/o coordinates","shannon_index"
1179081.96618,2.72879155587267,"y","v + wd w/o coordinates","shannon_index"
1181947.50476,2.68328418831031,"y","v + wd w/o coordinates","shannon_index"
1184813.04334,2.73532343904177,"y","v + wd w/o coordinates","shannon_index"
1187678.58192,2.51108475774527,"y","v + wd w/o coordinates","shannon_index"
1190544.1205,2.50751134118548,"y","v + wd w/o coordinates","shannon_index"
1193409.65908,2.4971590122139,"y","v + wd w/o coordinates","shannon_index"
1196275.19766,2.43274697744184,"y","v + wd w/o coordinates","shannon_index"
1199140.73624,2.27691945516401,"y","v + wd w/o coordinates","shannon_index"
1202006.27482,2.27332970693156,"y","v + wd w/o coordinates","shannon_index"
1204871.8134,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1207737.35198,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1210602.89056,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1213468.42914,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1216333.96772,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1219199.5063,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1222065.04488,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1224930.58346,2.66124883294106,"y","v + wd w/o coordinates","shannon_index"
1227796.12204,2.66389072051755,"y","v + wd w/o coordinates","shannon_index"
1230661.66062,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1233527.1992,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1236392.73778,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1239258.27636,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1242123.81494,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1244989.35352,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1247854.8921,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1250720.43068,2.68774939963111,"y","v + wd w/o coordinates","shannon_index"
1253585.96926,2.68401294118828,"y","v + wd w/o coordinates","shannon_index"
1256451.50784,2.68401294118828,"y","v + wd w/o coordinates","shannon_index"
1259317.04642,2.67420201555446,"y","v + wd w/o coordinates","shannon_index"
1262182.585,2.58605433614166,"y","v + wd w/o coordinates","shannon_index"
