"clog_6_class_int","yhat","predictors","model","index"
0,732.494590132133,"clog_6_class","all predictors w/o coordinates","abundance"
1,738.529887515918,"clog_6_class","all predictors w/o coordinates","abundance"
2,738.494073869303,"clog_6_class","all predictors w/o coordinates","abundance"
3,738.494073869303,"clog_6_class","all predictors w/o coordinates","abundance"
4,738.33460879296,"clog_6_class","all predictors w/o coordinates","abundance"
5,738.33460879296,"clog_6_class","all predictors w/o coordinates","abundance"
6,739.332533406823,"clog_6_class","all predictors w/o coordinates","abundance"
